product_id,score_mean,score_count,score_std,helpful_votes_sum,helpful_votes_mean,total_votes_sum,total_votes_mean,cluster,pca_1,pca_2
B00023DLFG,3.5,26,1.6062378404209012,145,5.576923076923077,194,7.461538461538462,0,1.0524914850405749,0.9338028947236381
B00023DLGA,3.4347826086956523,23,1.6466518911393764,74,3.217391304347826,127,5.521739130434782,0,0.3604684714512301,0.44934173347633827
B00023DRVO,3.13953488372093,43,1.655889853549289,239,5.558139534883721,370,8.604651162790697,0,1.7544416938375926,0.8669735025374063
B00023DS04,3.707317073170732,41,1.4704404516848748,209,5.097560975609756,330,8.048780487804878,0,1.4864935983860177,0.6141510180394872
B00023DS7W,3.7777777777777777,18,1.5167905573187228,78,4.333333333333333,128,7.111111111111111,0,0.5776025697375564,0.755524293836375
B00023ETQQ,3.3333333333333335,3,1.5275252316519468,53,17.666666666666668,54,18.0,1,2.6472792730325905,4.654400091032296
B000246E4U,3.2666666666666666,45,1.5724907862137931,138,3.066666666666667,229,5.088888888888889,0,0.7386611046677664,0.14419129837864145
B000246XQE,3.4166666666666665,84,1.2438604242518854,553,6.583333333333333,668,7.9523809523809526,1,3.190972469467722,0.07045024972311645
B00024OF3M,1.0,3,0.0,7,2.3333333333333335,9,3.0,0,-0.3798277643415833,0.6445629478737539
B00024OK9Q,3.0,5,1.8708286933869707,11,2.2,40,8.0,0,0.1098365677209242,0.9708622072492047
B00024OKGO,4.0,5,0.7071067811865475,5,1.0,5,1.0,0,-0.7660969597630686,-0.5273408216865466
B00024QG84,4.8,5,0.44721359549995787,19,3.8,19,3.8,0,-0.2232936807935816,0.03072635572229528
B00024QI7I,4.142857142857143,7,1.2149857925879117,0,0.0,0,0.0,0,-0.9467787336361236,-0.7920398362625104
B00024QPCG,3.6666666666666665,3,1.5275252316519468,2,0.6666666666666666,3,1.0,0,-0.7730753555528938,-0.3663927837472175
B00024SIK8,4.0,4,2.0,0,0.0,1,0.25,0,-0.8998233621569289,-0.5977491320525281
B00024SKOW,3.6666666666666665,6,1.505545305418162,4,0.6666666666666666,4,0.6666666666666666,0,-0.780459949838422,-0.43186825375715826
B00024SNJY,5.0,3,0.0,0,0.0,0,0.0,0,-1.052185835661512,-1.1623003151220512
B00024X0T2,3.5,18,1.5434872662825794,46,2.5555555555555554,72,4.0,0,-0.024361160462498366,0.20571558374003096
B0002593XI,3.875,8,1.3562026818605373,18,2.25,19,2.375,0,-0.41838975725264704,-0.05880577973154105
B00025GXMC,4.2,5,1.3038404810405297,1,0.2,2,0.4,0,-0.8951118121390121,-0.7010781083981373
B00025HM2W,2.625,16,1.5,16,1.0,29,1.8125,0,-0.4908443180578424,-0.041522500248496665
B000260ARU,2.6956521739130435,23,1.6358145763084642,42,1.826086956521739,75,3.260869565217391,0,-0.10762976960325446,0.18627122409275534
B000260KH0,1.0,3,0.0,27,9.0,148,49.333333333333336,1,4.5073207598413605,7.639503399459329
B0002714HE,2.9047619047619047,21,1.4800257398019099,75,3.5714285714285716,95,4.523809523809524,0,0.2634585623259137,0.5266682773541826
B00028YSDK,3.2291666666666665,48,1.4621404207288293,256,5.333333333333333,557,11.604166666666666,1,2.348112441175704,0.9907733923751197
B00029QWHE,3.2222222222222223,27,1.7614096918559583,150,5.555555555555555,248,9.185185185185185,0,1.3191344019095192,1.198894274784213
B00029RDGI,3.2,10,1.9888578520235065,10,1.0,13,1.3,0,-0.6047384788902342,-0.14004456690963082
B0002AH0LA,4.0,3,1.7320508075688772,0,0.0,0,0.0,0,-0.9396296315866893,-0.6611039873607331
B0002BRJAG,2.689655172413793,58,1.6565330160892746,427,7.362068965517241,579,9.982758620689655,1,2.9225114223053015,1.0423817785204401
B0002BTNTQ,4.0,7,1.7320508075688774,6,0.8571428571428571,6,0.8571428571428571,0,-0.7335802866048595,-0.4401935391182438
B0002BTOF4,3.0,3,1.7320508075688772,18,6.0,20,6.666666666666667,0,0.35918688595859843,1.4264199954167482
B0002BTOG8,2.7,10,1.888562063228706,11,1.1,11,1.1,0,-0.5986148089944477,-0.03231628523797629
B0002D0DES,3.5454545454545454,22,1.7654696590094991,141,6.409090909090909,176,8.0,0,1.1303902726931563,1.1905024724861497
B0002DFW2Q,2.4285714285714284,56,1.5592205845129261,187,3.3392857142857144,298,5.321428571428571,0,1.0983967718057979,0.2778530125316926
B0002DFW3K,3.090909090909091,11,1.5135749373285388,19,1.7272727272727273,46,4.181818181818182,0,-0.22205053918883452,0.2788147744326348
B0002DG1WG,3.0,3,2.0,7,2.3333333333333335,17,5.666666666666667,0,-0.125429760711943,0.7395913846213522
B0002DODYO,4.5,26,0.9899494936611666,60,2.3076923076923075,63,2.423076923076923,0,-0.1860777777111145,-0.42931099256358646
B0002DRKGM,1.8461538461538463,13,0.8006407690254357,146,11.23076923076923,156,12.0,1,1.921247336518787,2.8768302179932688
B0002EOFFK,3.727272727272727,55,1.5450583766335133,110,2.0,125,2.272727272727273,0,0.18772935818161715,-0.4746273674948538
B0002F7I94,3.2916666666666665,72,1.347271630025075,546,7.583333333333333,619,8.597222222222221,1,3.1991219111142555,0.4745665430934357
B0002F7I9E,3.5,8,1.511857892036909,54,6.75,74,9.25,0,0.8244679205791686,1.6226136101956246
B0002G7WAI,3.4193548387096775,31,1.6688158186448074,64,2.064516129032258,79,2.5483870967741935,0,-0.0701654564884709,-0.11991313667716405
B0002G87WU,2.869565217391304,23,1.7915038838941724,41,1.7826086956521738,46,2.0,0,-0.26867772690831154,0.013351942874163365
B0002GTB3Y,1.0,3,0.0,7,2.3333333333333335,7,2.3333333333333335,0,-0.4395011705384755,0.559518568099419
B0002GVSWQ,3.25,4,1.707825127659933,1,0.25,2,0.5,0,-0.8344368822566847,-0.37024418162730666
B0002H71N0,2.933333333333333,15,1.624221425205085,28,1.8666666666666667,35,2.3333333333333335,0,-0.33049150342430206,0.09548379670447962
B0002HBOMO,3.6025641025641026,78,1.700570901768401,149,1.9102564102564104,176,2.2564102564102564,0,0.4803251519892534,-0.6392492425969487
B0002HDBUW,2.2857142857142856,7,1.3801311186847083,26,3.7142857142857144,28,4.0,0,-0.04206907887527726,0.8039719506319642
B0002HSUJ4,2.3333333333333335,3,1.1547005383792517,1,0.3333333333333333,1,0.3333333333333333,0,-0.8378786406502612,-0.20910997021368535
B0002IBRBQ,4.042553191489362,47,1.2846492806533116,185,3.9361702127659575,193,4.1063829787234045,0,0.761281035678928,-0.11416750197493422
B0002INJGM,2.5,14,1.7431183374807167,87,6.214285714285714,116,8.285714285714286,0,0.9086086140544595,1.606043576179091
B0002IWHB0,2.75,4,1.707825127659933,3,0.75,3,0.75,0,-0.7369241630495355,-0.12712529771686948
B0002J1HRE,3.8333333333333335,6,1.6020819787597222,2,0.3333333333333333,3,0.5,0,-0.8372257724344355,-0.5361365612801284
B0002J1HRO,3.8333333333333335,6,1.6020819787597222,2,0.3333333333333333,3,0.5,0,-0.8372257724344355,-0.5361365612801284
B0002KSNK2,4.333333333333333,12,0.7784989441615225,10,0.8333333333333334,10,0.8333333333333334,0,-0.7505354893972882,-0.7007493821104762
B0002KSZBE,4.2,5,1.0954451150103321,2,0.4,2,0.4,0,-0.8812046253989404,-0.6978288924198682
B0002KT6DK,3.6666666666666665,6,1.505545305418162,2,0.3333333333333333,2,0.3333333333333333,0,-0.8511943039079388,-0.5268933129751411
B0002KT6EE,3.857142857142857,7,1.4638501094227998,2,0.2857142857142857,2,0.2857142857142857,0,-0.8637167348033641,-0.6019737905922616
B0002KT6EO,3.857142857142857,7,1.4638501094227998,2,0.2857142857142857,2,0.2857142857142857,0,-0.8637167348033641,-0.6019737905922616
B0002KT6VM,3.272727272727273,11,1.1908743922772957,0,0.0,0,0.0,0,-0.8955113868243578,-0.5901081953295881
B0002KT7PM,2.857142857142857,7,1.8644544714716091,0,0.0,0,0.0,0,-0.8715859948444241,-0.36625629429192447
B0002KZFRG,3.6666666666666665,3,2.3094010767585034,3,1.0,4,1.3333333333333333,0,-0.6717870654764566,-0.1612963766345619
B0002KZHSS,5.0,3,0.0,3,1.0,4,1.3333333333333333,0,-0.8218620042428869,-0.8295581469829861
B0002LK89A,3.0,13,1.2909944487358056,60,4.615384615384615,81,6.230769230769231,0,0.4062391323945492,0.9388921766438274
B0002LK8CC,3.3333333333333335,3,2.0816659994661326,5,1.6666666666666667,8,2.6666666666666665,0,-0.47641898780955905,0.17272052365442653
B0002LSV3A,3.9,10,1.5951314818673865,25,2.5,30,3.0,0,-0.28547634618660234,0.06441788570141842
B0002MPQXC,5.0,3,0.0,1,0.3333333333333333,1,0.3333333333333333,0,-0.9853567928881191,-1.0655603223714187
B0002NM98Q,2.79375,160,1.4967338655054694,1174,7.3375,1662,10.3875,1,6.950655929591691,-1.0392235187590966
B0002NO6W8,2.7142857142857144,7,1.4960264830861911,32,4.571428571428571,33,4.714285714285714,0,0.11901312366141549,0.9331713162984578
B0002NO7KY,3.0,3,1.7320508075688772,0,0.0,2,0.6666666666666666,0,-0.8437358839624758,-0.31489987409463766
B0002NO7MW,2.0,4,1.1547005383792515,1,0.25,2,0.5,0,-0.8135390559965907,-0.12044939234327003
B0002NO86C,2.25,4,1.8929694486000912,26,6.5,27,6.75,0,0.4873959855685623,1.719730342683626
B0002NO8IU,1.0,5,0.0,12,2.4,13,2.6,0,-0.37841521738624107,0.584878299570465
B0002NO9SE,3.7142857142857144,7,1.7043362064926932,17,2.4285714285714284,17,2.4285714285714284,0,-0.38485419758630307,0.07586307789274338
B0002NO9UM,4.0,5,1.7320508075688772,7,1.4,7,1.4,0,-0.6376059821775233,-0.27058271220166463
B0002NOA9W,4.333333333333333,3,0.5773502691896257,6,2.0,7,2.3333333333333335,0,-0.5717826940886598,-0.2852194816467287
B0002NS8Z4,3.25,12,1.712255291076124,78,6.5,103,8.583333333333334,0,0.8828110161472916,1.521100127287156
B0002OILFK,3.8,5,1.6431676725154982,2,0.4,2,0.4,0,-0.8425769695160243,-0.5174587630550116
B0002OKCXE,3.8036175710594313,387,1.4096952739107524,1124,2.904392764857881,1309,3.3824289405684755,1,6.337565653267514,-3.903135764104114
B0002OW8AE,4.75,8,0.4629100498862757,5,0.625,5,0.625,0,-0.8592035845211334,-0.8842917855977176
B0002PS55U,2.6666666666666665,3,2.0816659994661326,4,1.3333333333333333,4,1.3333333333333333,0,-0.6086112455934094,0.12252045023679874
B0002PYQ3U,4.076923076923077,13,1.6052797503622467,19,1.4615384615384615,24,1.8461538461538463,0,-0.5050424862909589,-0.30825945149656997
B0002RI1OS,3.2,5,2.04939015319192,2,0.4,2,0.4,0,-0.8029415118487238,-0.3044665023519693
B0002RI3D2,2.8,5,1.3038404810405297,5,1.0,5,1.0,0,-0.6963329856552141,-0.13125068694020048
B0002RQHKS,3.5,4,1.914854215512676,23,5.75,24,6.0,0,0.2897907461370475,1.17993479691088
B0002SP87U,3.7857142857142856,14,1.847183778644646,7,0.5,11,0.7857142857142857,0,-0.7170279210217113,-0.47971629846295294
B0002SSXKE,2.3333333333333335,3,2.3094010767585034,24,8.0,27,9.0,0,0.8395900275314506,2.3035008288920706
B0002SSZ52,2.3333333333333335,3,1.1547005383792515,1,0.3333333333333333,1,0.3333333333333333,0,-0.8378786406502612,-0.20910997021368535
B0002SSZ5C,2.5,6,1.378404875209022,4,0.6666666666666666,4,0.6666666666666666,0,-0.7438062853723462,-0.14480167898855678
B0002T58BA,3.0135135135135136,74,1.3995424227102113,374,5.054054054054054,448,6.054054054054054,0,2.0732293413436325,0.08886258010745299
B0002TFO2I,2.0,6,1.6733200530681511,18,3.0,19,3.1666666666666665,0,-0.20180733836734344,0.7127292994269481
B0002TFO2S,1.0,3,0.0,19,6.333333333333333,22,7.333333333333333,0,0.4519574520375789,1.847965050768512
B0002TFO32,3.0,3,1.7320508075688772,7,2.3333333333333335,7,2.3333333333333335,0,-0.4356059907456169,0.27723569538545534
B0002TFO3M,2.0,5,1.7320508075688772,8,1.6,8,1.6,0,-0.5235057491403953,0.3090947770191763
B0002TFZ86,2.0,3,1.7320508075688772,5,1.6666666666666667,5,1.6666666666666667,0,-0.5330437348650816,0.3449154433759508
B0002TFZ8G,1.0,3,0.0,16,5.333333333333333,16,5.333333333333333,0,0.16196021442206152,1.430178502855112
B0002TFZB8,3.4615384615384617,13,1.8980421761815784,3,0.23076923076923078,5,0.38461538461538464,0,-0.7891665310839124,-0.47085427298199467
B0002U45IG,2.6,5,1.51657508881031,4,0.8,13,2.6,0,-0.5542620447892511,0.12015975346932649
B0002UBZ48,3.5555555555555554,9,1.3333333333333333,25,2.7777777777777777,33,3.6666666666666665,0,-0.19944430440395558,0.2539326523257022
B0002V22QC,1.25,4,0.5,14,3.5,16,4.0,0,-0.1281590095326084,0.9540435082869138
B0002VIV76,3.1875,32,1.533233984626255,166,5.1875,249,7.78125,0,1.2168420236681523,0.8890590389394729
B0002VIXOC,2.525,80,1.4580635675746811,383,4.7875,508,6.35,1,2.2419869501227883,0.1340517094205931
B0002VJKQM,2.1666666666666665,6,1.8348478592697182,7,1.1666666666666667,15,2.5,0,-0.4795095933830614,0.31528395708715146
B0002VJKR6,2.0357142857142856,28,1.5026431738561576,77,2.75,89,3.1785714285714284,0,0.12751784164436644,0.4100250334915491
B0002VJKRQ,3.8,5,1.6431676725154984,1,0.2,1,0.2,0,-0.8842365196985096,-0.5748167852923312
B0002VJKSA,3.6666666666666665,6,1.0327955589886446,1,0.16666666666666666,1,0.16666666666666666,0,-0.9073967587257652,-0.6399219571108283
B0002VJKSK,1.6666666666666667,3,1.1547005383792517,3,1.0,5,1.6666666666666667,0,-0.6204002546217021,0.24352088405642175
B0002VJKSU,3.0,4,2.309401076758503,4,1.0,4,1.0,0,-0.6683681639280137,-0.0369194513109567
B0002VJLXO,2.6666666666666665,3,1.5275252316519468,15,5.0,15,5.0,0,0.10208583883009074,1.1098646656155988
B0002VJLYI,1.6666666666666667,3,1.1547005383792517,22,7.333333333333333,23,7.666666666666667,0,0.6195148549743191,2.039058556431273
B0002VQ3SU,3.7058823529411766,17,1.4037764192684377,80,4.705882352941177,118,6.9411764705882355,0,0.5823359069432484,0.8089269983219106
B0002VQ7WC,3.8,5,1.6431676725154982,25,5.0,30,6.0,0,0.20843194590310257,0.9279172203023756
B0002VQ8R6,3.0,30,1.5974116995724785,172,5.733333333333333,253,8.433333333333334,0,1.3481752055442182,1.1240419617775015
B0002VQDUI,4.08,25,1.1150485789118487,262,10.48,311,12.44,1,2.393484677779289,1.977077841487607
B0002VQDVM,3.212121212121212,33,1.408846508619191,141,4.2727272727272725,190,5.757575757575758,0,0.7950401142389483,0.5129774212153538
B0002VQEDY,3.8333333333333335,6,1.4719601443879746,15,2.5,35,5.833333333333333,0,-0.0839251184552554,0.46068495375209256
B0002VQEFW,3.731707317073171,41,1.2454796313850829,181,4.414634146341464,322,7.853658536585366,0,1.3119489755609266,0.47193000870633955
B0002W087Q,5.0,3,0.0,5,1.6666666666666667,75,25.0,1,1.3705285950966788,2.297952940732831
B0002W0880,3.625,8,1.7677669529663687,125,15.625,151,18.875,1,2.8572151323239487,4.218038850349463
B0002W089Y,3.857142857142857,7,1.0690449676496976,42,6.0,60,8.571428571428571,0,0.6010784001012666,1.28321270566601
B0002W08A8,4.090909090909091,33,1.5484596451723474,379,11.484848484848484,427,12.93939393939394,1,3.056042367141036,2.0216562505444755
B0002W2H2K,3.193798449612403,129,1.4419903745552802,1304,10.108527131782946,1844,14.294573643410853,1,7.985801043252203,-0.2752011173071348
B0002WRGGW,3.7,10,1.567021236472421,82,8.2,95,9.5,0,1.10005709741272,1.7966451787130227
B0002WRGH6,3.566153846153846,325,1.3764192364719092,558,1.716923076923077,687,2.1138461538461537,1,3.4874514647001305,-2.8559023873238685
B0002WRGHG,3.3544973544973544,378,1.416553663821583,1746,4.619047619047619,2339,6.1878306878306875,1,9.831418660377444,-4.444946692583137
B0002WRGHQ,3.0,8,1.3093073414159542,35,4.375,45,5.625,0,0.1888274381104595,0.9012105757125999
B0002WRGI0,4.25,4,0.5,34,8.5,37,9.25,0,0.8079358355816042,1.6448030366029391
B0002WRGIA,2.125,8,1.246423454758225,135,16.875,147,18.375,1,2.9923780921127254,4.672577905663749
B0002X0820,4.0,9,1.414213562373095,42,4.666666666666667,45,5.0,0,0.15570404115900874,0.6093326871011971
B0002X0QLS,3.0,9,1.5811388300841898,9,1.0,13,1.4444444444444444,0,-0.6106998324167898,-0.11908656090918562
B0002X8U7A,2.8260869565217392,46,1.5819024808556303,454,9.869565217391305,577,12.543478260869565,1,3.38685188389099,1.7842079720231199
B0002XMJ2C,4.428571428571429,7,0.786795792469443,1,0.14285714285714285,1,0.14285714285714285,0,-0.9451261948181557,-0.8855176616145579
B0002XN688,3.2,10,1.6865480854231356,76,7.6,102,10.2,0,1.1182513177782325,1.9362127764344825
B0002XRH9M,2.2857142857142856,7,1.889822365046136,7,1.0,10,1.4285714285714286,0,-0.5924472219026202,0.12330357229289518
B0002XRHDS,1.0,4,0.0,15,3.75,15,3.75,0,-0.13562942232520678,0.9587400962910868
B0002XRHFQ,3.111111111111111,18,1.8751906221184675,34,1.8888888888888888,50,2.7777777777777777,0,-0.23196696911344877,0.11198381637107008
B0002XRHHO,3.2,5,2.04939015319192,5,1.0,5,1.0,0,-0.6779628613012678,-0.13239243564001013
B0002XRHJ2,3.1,10,1.6633299933166201,10,1.0,11,1.1,0,-0.6356957095500674,-0.1835576799624267
B0002XRHN8,1.6666666666666667,3,1.1547005383792517,6,2.0,6,2.0,0,-0.4795865324984152,0.44869648253398436
B0002XRHP6,1.0,4,0.0,17,4.25,25,6.25,0,0.1489161680002479,1.3567006602112472
B0002XRHRE,4.6,5,0.5477225575051662,0,0.0,0,0.0,0,-1.003151381646827,-0.9929150662593639
B0002Y2J1C,3.142857142857143,14,1.7032612545052805,48,3.4285714285714284,59,4.214285714285714,0,0.06677146643392097,0.5227754144436162
B0002YAP9K,1.8,5,1.7888543819998317,10,2.0,12,2.4,0,-0.39330339871476927,0.5343714912385821
B0002Z8CSA,4.0,3,1.7320508075688772,7,2.3333333333333335,10,3.3333333333333335,0,-0.3823162228776,0.1436425315551971
B0002Z9AIQ,3.575,40,1.4830235919765316,299,7.475,374,9.35,1,2.1193786876187564,1.0969979606382037
B0002ZQGS8,4.012987012987013,77,1.2926259125629191,298,3.8701298701298703,388,5.038961038961039,0,1.5685339600007249,-0.41231124245797934
B00030216S,3.142857142857143,7,1.5735915849388864,9,1.2857142857142858,9,1.2857142857142858,0,-0.6169001042855765,-0.11686233620159721
B000302172,2.25,4,1.4999999999999998,16,4.0,16,4.0,0,-0.06369794293274701,0.9122944790815329
B000302186,3.3333333333333335,3,2.0816659994661326,3,1.0,3,1.0,0,-0.6995871826516833,-0.14832603150834087
B0003021XG,2.4285714285714284,7,1.2724180205607036,8,1.1428571428571428,8,1.1428571428571428,0,-0.6351745378306389,-0.012537900636353244
B000302IP2,4.333333333333333,3,0.5773502691896258,0,0.0,0,0.0,0,-1.002593653827464,-0.9081816280376914
B000302IU2,4.5,8,1.4142135623730951,1,0.125,1,0.125,0,-0.918228988164476,-0.8279879272893834
B000302J1K,4.5,4,1.0,0,0.0,0,0.0,0,-0.9847997350336096,-0.8986276963103655
B000302J2Y,4.6,5,0.5477225575051662,7,1.4,7,1.4,0,-0.7115345303694299,-0.5914089105981261
B000302MEO,4.0,6,1.5491933384829666,13,2.1666666666666665,14,2.3333333333333335,0,-0.45655448485343875,-0.06435494021398191
B000302MGC,4.333333333333333,9,1.4142135623730951,8,0.8888888888888888,9,1.0,0,-0.7243961834774055,-0.5626333765796337
B000302MJY,4.666666666666667,3,0.5773502691896257,0,0.0,0,0.0,0,-1.0146671009699044,-0.9952348725349452
B000302MKI,4.0,3,1.7320508075688772,3,1.0,3,1.0,0,-0.7391425032665103,-0.37088400910883546
B000302MQC,3.6,5,1.6733200530681511,6,1.2,12,2.4,0,-0.5559586953122025,-0.08024628767083826
B000302MZ8,5.0,3,0.0,1,0.3333333333333333,1,0.3333333333333333,0,-0.9853567928881191,-1.0655603223714187
B000302MZS,4.166666666666667,6,1.602081978759722,0,0.0,0,0.0,0,-0.9357842131772725,-0.7391196854983316
B000302N7A,4.5,4,0.5773502691896258,0,0.0,0,0.0,0,-1.0034269783327998,-0.957200690537403
B000302NCU,4.181818181818182,11,1.6011359603844901,6,0.5454545454545454,8,0.7272727272727273,0,-0.7652639637657409,-0.5976940095359637
B000302NDY,3.7142857142857144,7,1.4960264830861913,5,0.7142857142857143,9,1.2857142857142858,0,-0.7095530527916802,-0.3674994841740714
B000302SRK,3.6666666666666665,6,1.632993161855452,0,0.0,0,0.0,0,-0.916311708393066,-0.6042559864983869
B000302SZ2,4.0,5,1.4142135623730951,1,0.2,1,0.2,0,-0.9015711750660831,-0.6587783813765107
B000302TBK,3.75,4,1.8929694486000912,0,0.0,0,0.0,0,-0.9182790553930507,-0.5790055534241942
B000302YNI,4.0,4,2.0,1,0.25,1,0.25,0,-0.8715189235675161,-0.5573363760677832
B000302YRE,3.3333333333333335,3,2.0816659994661326,0,0.0,0,0.0,0,-0.9000743109718623,-0.43854600976023855
B000302Z7S,4.6,5,0.8944271909999159,1,0.2,8,1.6,0,-0.8162367150986249,-0.7109108550533696
B000302ZAK,2.75,8,1.9086270308410553,0,0.0,0,0.0,0,-0.8605550484258658,-0.33764567189069083
B0003030J0,4.625,8,0.5175491695067657,1,0.125,2,0.25,0,-0.9500456763191278,-0.9693968231480248
B0003030KY,3.6666666666666665,3,2.3094010767585034,1,0.3333333333333333,1,0.3333333333333333,0,-0.8352818541216888,-0.3972985520229944
B0003030PE,3.6666666666666665,3,2.3094010767585034,2,0.6666666666666666,3,1.0,0,-0.7386161082498497,-0.25803636938519453
B00030313A,5.0,9,0.0,2,0.2222222222222222,2,0.2222222222222222,0,-0.9712056643557782,-1.1330482061716702
B0003031WG,4.857142857142857,14,0.3631365196012814,7,0.5,7,0.5,0,-0.852046989696103,-0.999405425425411
B0003031YO,5.0,5,0.0,2,0.4,2,0.4,0,-0.9584599371647726,-1.0585691511495812
B00030332O,4.25,4,0.9574271077563382,0,0.0,0,0.0,0,-0.9776209447834918,-0.8392377353964995
B000303338,3.8333333333333335,6,1.602081978759722,4,0.6666666666666666,5,0.8333333333333334,0,-0.7664914183649189,-0.4411115020621456
B0003033I8,3.6666666666666665,3,2.3094010767585034,2,0.6666666666666666,2,0.6666666666666666,0,-0.7684528113482958,-0.3005585592723619
B0003033X8,4.333333333333333,3,1.1547005383792515,1,0.3333333333333333,1,0.3333333333333333,0,-0.9103193235049039,-0.7314294371972064
B0003033XI,4.142857142857143,7,1.5735915849388864,0,0.0,0,0.0,0,-0.9309740687903357,-0.7423423835635998
B00030348W,5.0,3,0.0,3,1.0,3,1.0,0,-0.851698707341333,-0.8720803368701535
B00030AT4O,3.5454545454545454,11,1.4396969378057567,20,1.8181818181818181,34,3.090909090909091,0,-0.34222647591740174,0.030980152259029368
B00030AT4Y,1.0,3,0.0,1,0.3333333333333333,2,0.6666666666666666,0,-0.8106387240803874,0.021600801482791233
B00030KI9U,3.0,5,2.0,10,2.0,12,2.4,0,-0.42746208666474705,0.25024146712589124
B00032IAWA,3.608695652173913,46,1.4372544948935757,383,8.326086956521738,495,10.76086956521739,1,2.7449684153701774,1.202469002377672
B0003QEAB6,2.7205882352941178,68,1.433559271927109,271,3.985294117647059,381,5.602941176470588,0,1.5622458849941803,0.11845552039345128
B0003RA29O,3.50561797752809,89,1.315325707205927,580,6.51685393258427,940,10.561797752808989,1,3.9437894578974664,0.13622324271509634
B0004EGFAG,2.25,8,1.8322507626258087,38,4.75,39,4.875,0,0.21148315329357292,1.1356652784891355
B0004OPNTA,2.488095238095238,84,1.5561308801388232,132,1.5714285714285714,170,2.0238095238095237,0,0.4424831902022814,-0.4661506144082248
B00061PAAS,4.4,5,0.8944271909999159,4,0.8,4,0.8,0,-0.8139889619764559,-0.6632029023017064
B00062DRJ8,3.488372093023256,43,1.6672202845748654,24,0.5581395348837209,32,0.7441860465116279,0,-0.48769085329245765,-0.6140425586264173
B000630K1A,3.6666666666666665,3,2.3094010767585034,27,9.0,33,11.0,0,1.0812934765772062,2.373074398816456
B00063DKVC,3.7908163265306123,196,1.4294045189908857,1943,9.91326530612245,3022,15.418367346938776,1,11.77957225341056,-2.167348633595298
B00063E3Y0,2.125,8,1.5526475085202969,10,1.25,13,1.625,0,-0.5419017765946935,0.17480374368652427
B00063E3Z4,1.8333333333333333,18,1.200490095997562,94,5.222222222222222,97,5.388888888888889,0,0.5654557147392943,1.1494255371067879
B00063E3ZO,1.75,8,1.164964745021435,17,2.125,26,3.25,0,-0.2795185930785011,0.5584540691150687
B00063E4J4,1.6666666666666667,3,1.1547005383792517,2,0.6666666666666666,2,0.6666666666666666,0,-0.7469027035919873,0.06173651153145413
B00063E4JO,4.2,5,0.8366600265340757,3,0.6,4,0.8,0,-0.8323825367670267,-0.651106357057967
B00063E4JY,3.6666666666666665,3,2.3094010767585034,1,0.3333333333333333,2,0.6666666666666666,0,-0.8054451510232427,-0.354776362135827
B00063E4KS,2.6666666666666665,6,1.632993161855452,25,4.166666666666667,50,8.333333333333334,0,0.39785404717520817,1.3673374997923278
B00063FIEE,3.7291666666666665,48,1.5674831884582656,434,9.041666666666666,646,13.458333333333334,1,3.4249621983130254,1.4877689754747003
B00063KPU6,3.0,4,2.309401076758503,9,2.25,12,3.0,0,-0.34449660046364644,0.4188523701733045
B00063KPUG,3.3333333333333335,21,1.4605934866804429,36,1.7142857142857142,40,1.9047619047619047,0,-0.34682973450501625,-0.15702400471125705
B000652SH2,4.333333333333333,3,1.1547005383792517,0,0.0,0,0.0,0,-0.9771483662782968,-0.8281694299478389
B000652TDU,3.576923076923077,26,1.3906279710426346,15,0.5769230769230769,16,0.6153846153846154,0,-0.6472734971773503,-0.5753007772579387
B000652TE4,2.9,10,1.911950719959998,7,0.7,12,1.2,0,-0.6453767324225725,-0.13130372410809674
B000652XIG,4.25,4,0.9574271077563381,1,0.25,1,0.25,0,-0.9265228348794162,-0.7671114742166875
B0006593M0,2.9166666666666665,12,1.6764862244009227,12,1.0,21,1.75,0,-0.5420058088773818,-0.06966253469291184
B0006593MA,2.2666666666666666,15,1.2798809468443686,22,1.4666666666666666,30,2.0,0,-0.4131619096534374,0.12194788281128213
B0006596FY,3.85,20,0.9880869341680844,32,1.6,53,2.65,0,-0.32782499874097387,-0.27947221434795905
B00065982U,2.90625,32,1.6917136759186888,109,3.40625,141,4.40625,0,0.4555708048233639,0.3857297497213695
B000659B7C,3.9,10,1.2866839377079187,83,8.3,107,10.7,0,1.2145186407612019,1.86822077814628
B000659CEY,4.464285714285714,28,0.9222413461394476,132,4.714285714285714,168,6.0,0,0.71195949539496,0.27527820822482124
B000659CF8,4.125,64,1.161553420728616,600,9.375,792,12.375,1,4.034171359718222,0.8845376464113167
B000659KW8,3.0,18,1.7489492643904123,264,14.666666666666666,325,18.055555555555557,1,3.3629885804009336,3.79537301782162
B000659OVK,3.5,8,1.6035674514745464,92,11.5,116,14.5,1,1.9224912903263145,3.0351403350513384
B000659Q68,3.0,10,1.8257418583505538,65,6.5,87,8.7,0,0.8405584133671773,1.6526664400504631
B000659T88,3.2,5,2.04939015319192,25,5.0,40,8.0,0,0.4337459260143332,1.393192424803486
B000659UUK,3.0,8,1.6035674514745464,27,3.375,32,4.0,0,-0.07936307710728065,0.582842968283027
B000659WOE,3.5428571428571427,35,1.559465540853418,53,1.5142857142857142,84,2.4,0,-0.14487501766125135,-0.29222548116948294
B000659X16,3.506172839506173,81,1.5339773204819835,378,4.666666666666667,671,8.283950617283951,1,2.6259729019309503,0.0025276407704409943
